"cell_id","cell_index","regime","regime_label","tau0","n","domain_length","stage","rep","seed","status","error_message","loglik_matern","loglik_iid","delta","selection","fitted_range","fitted_sigma","fitted_beta","range_over_mesh","iid_mean","iid_sigma"
"fixed_domain__tau0_0.2__n_160",5,"fixed_domain","fixed-domain",0.2,160,1,"pilot",16,20760429,"ok",NA,-3.16104448323883,-3.4675433861463,0.306498902907478,"matern",0.00538711205617757,0.161951571915091,0.314666287899105,0.107742241123551,0.315059520609296,0.145407924203057
"fixed_domain__tau0_0.2__n_160",5,"fixed_domain","fixed-domain",0.2,160,1,"pilot",17,20760430,"ok",NA,-46.7161193498049,-23.5574534915493,-23.1586658582556,"iid",1.7072857003949,3.43748036160669e-08,0.315357537635059,34.1457140078981,0.315357537634416,0.196463762606945
"fixed_domain__tau0_0.2__n_160",5,"fixed_domain","fixed-domain",0.2,160,1,"pilot",18,20760431,"ok",NA,-26.4119830912601,-26.5973597900857,0.185376698825607,"matern",0.000159050235008523,1.18643660660917,0.29289952137998,0.00318100470017045,0.293202898412519,0.204063990502578
"fixed_domain__tau0_0.2__n_160",5,"fixed_domain","fixed-domain",0.2,160,1,"pilot",19,20760432,"ok",NA,-16.4277221179036,-6.43472392697367,-9.99299819092991,"iid",2.093449591449,6.18214415328192e-08,0.278343074559921,41.86899182898,0.27834306108793,0.153146495426883
"fixed_domain__tau0_0.2__n_160",5,"fixed_domain","fixed-domain",0.2,160,1,"pilot",20,20760433,"ok",NA,-40.870170181432,-20.5256088407161,-20.3445613407159,"iid",0.486451822104662,3.92683369830292e-08,0.302525108713288,9.72903644209324,0.302525092986386,0.188878410997209
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",1,20860414,"ok",NA,-130.98714923375,-131.89515747306,0.908008239310391,"matern",0.00658991773883048,0.542693451256495,0.351379660153813,0.13179835477661,0.352540370820206,0.514265024328874
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",2,20860415,"ok",NA,-127.791443453934,-128.167100764562,0.375657310628071,"matern",0.000115497094129646,3.41351609800743,0.254466978711714,0.00230994188259293,0.250466820622861,0.500605219577867
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",3,20860416,"ok",NA,-121.814182670827,-122.119453279357,0.305270608529383,"matern",0.000647390669141406,1.38256999327762,0.330376248109117,0.0129478133828281,0.333069634520084,0.479006170688406
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",4,20860417,"ok",NA,-106.374376202719,-105.926706680815,-0.447669521903748,"iid",0.00247069604357644,0.644964088221361,0.312188459389528,0.0494139208715288,0.312081418633017,0.424350801217044
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",5,20860418,"ok",NA,-143.35710244881,-144.004603687381,0.647501238571124,"matern",5.35456976250874e-05,5.60382691042155,0.286090828109089,0.00107091395250175,0.28625900724793,0.560558849517078
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",6,20860419,"ok",NA,-129.231678967527,-128.699889614115,-0.531789353412591,"iid",0.000146537770282852,3.06078046127244,0.348439313266458,0.00293075540565704,0.349291065574092,0.502540981796674
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",7,20860420,"ok",NA,-137.691195946302,-137.532509057492,-0.158686888810053,"iid",4.40377492138931e-05,5.93329171423467,0.240828518264576,0.000880754984277862,0.237572121558117,0.535441379253247
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",8,20860421,"ok",NA,-131.892349535413,-131.695837652556,-0.196511882856441,"iid",7.22181186060659e-05,4.4449978763724,0.351035707281939,0.00144436237212132,0.352115365408956,0.513527873493978
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",9,20860422,"ok",NA,-122.817468053899,-123.009895053027,0.192426999128315,"matern",1.15811408534946e-09,1039.39908915083,0.250508072712974,2.31622817069892e-08,0.253323507578431,0.482143908403099
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",10,20860423,"ok",NA,-121.63014019133,-121.733314858093,0.10317466676338,"matern",0.000187762347841464,2.55923703277696,0.239651801342444,0.00375524695682929,0.23867522149252,0.477649973142576
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",11,20860424,"ok",NA,-128.824159343496,-128.391656774785,-0.43250256871147,"iid",0.000122655900270728,3.33557618668313,0.295777510339886,0.00245311800541456,0.297649623724813,0.501420429810355
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",12,20860425,"ok",NA,-132.777470851856,-132.484956026551,-0.292514825305204,"iid",6.74502564405773e-05,4.62848378342169,0.312201923852977,0.00134900512881155,0.309567925846758,0.516450867288993
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",13,20860426,"ok",NA,-114.332808708712,-114.535665989543,0.202857280830415,"matern",0.00565738887936842,0.49847526767305,0.231518138729291,0.113147777587368,0.231695384585213,0.452854711759204
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",14,20860427,"ok",NA,-130.123888789612,-129.57846366977,-0.545425119842264,"iid",0.000211635028200971,2.56355925958458,0.263398500288259,0.00423270056401941,0.264707567563555,0.505744947166373
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",15,20860428,"ok",NA,-117.776764044774,-119.750490752743,1.97372670796932,"matern",0.00627423820161045,0.498608857299789,0.247189116523123,0.125484764032209,0.24214615620122,0.470728178601898
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",16,20860429,"ok",NA,-143.184034655884,-142.637400326681,-0.546634329203016,"iid",4.8959414549654e-05,5.84991536905242,0.357385905931386,0.00097918829099308,0.358669813519648,0.555179177107328
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",17,20860430,"ok",NA,-115.787485124121,-116.085616760872,0.298131636750952,"matern",8.09433546137988e-27,373289874004.444,0.283297925399769,1.61886709227598e-25,0.279549653025505,0.458117789754368
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",18,20860431,"ok",NA,-124.918255530737,-124.787652044922,-0.130603485815698,"iid",0.000159345720809097,2.84523566210369,0.325133936335121,0.00318691441618195,0.327853165647933,0.488451819778718
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",19,20860432,"ok",NA,-135.675049546623,-136.094473826401,0.419424279778525,"matern",2.8997399192143e-05,7.21008787926291,0.372919391651166,0.000579947983842861,0.376620870482919,0.529978684521554
"fixed_domain__tau0_0.5__n_160",6,"fixed_domain","fixed-domain",0.5,160,1,"pilot",20,20860433,"ok",NA,-128.680766993983,-128.095784239285,-0.58498275469816,"iid",8.07950914453536e-05,4.10493280644134,0.323124334654437,0.00161590182890707,0.322284065513893,0.500346519470693
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",1,20960414,"ok",NA,-152.906489389458,-74.8361037516475,-78.07038563781,"iid",0.000118295699122403,6.9425245287e-06,0.304097918844832,0.00236591398244806,0.304097918939443,0.23122832108058
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",2,20960415,"ok",NA,-55.8303884413446,-56.1101886387581,0.279800197413522,"matern",0.00119148564462247,0.319795225984226,0.312051566030984,0.0238297128924495,0.312317096797955,0.207709932878767
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",3,20960416,"ok",NA,-78.3834927549077,-39.2669571077428,-39.116535647165,"iid",0.0108131062353696,4.85963618864525e-07,0.313684326832537,0.216262124707392,0.313684357599627,0.186643267648457
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",4,20960417,"ok",NA,-86.6304535850167,-43.6153571973147,-43.015096387702,"iid",0.767372247725159,2.41195659192185e-08,0.304867449410188,15.3474449545032,0.304867464811796,0.192087158661796
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",5,20960418,"ok",NA,-43.64390324712,-44.2485550155629,0.604651768442864,"matern",0.00181334379231916,0.2476565953224,0.30419290655515,0.0362668758463831,0.304886476620369,0.192879453837363
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",6,20960419,"ok",NA,-94.4354960319656,-47.624670515787,-46.8108255161786,"iid",0.0818138141989607,1.36581073085132e-07,0.289841470986801,1.63627628397921,0.289841475962272,0.197101051098554
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",7,20960420,"ok",NA,-124.675569254941,-62.2738885678885,-62.4016806870521,"iid",0.0015219305963538,2.33687148323015e-06,0.325001575223089,0.030438611927076,0.325001572276147,0.215427116681838
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",8,20960421,"ok",NA,-76.3423727364125,-38.1722350853075,-38.1701376511049,"iid",0.000120993402712226,2.04118251582591e-05,0.319930215973041,0.00241986805424453,0.319930171136302,0.185271805416895
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",9,20960422,"ok",NA,-91.7638034022198,-46.2635479726094,-45.5002554296104,"iid",0.280946743636911,7.43059015088773e-08,0.333144283274017,5.61893487273822,0.333144242163923,0.195399451467473
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",10,20960423,"ok",NA,-106.951033957621,-53.8510646679917,-53.0999692896298,"iid",0.830594436084698,1.02951063367477e-08,0.323655496192147,16.6118887216939,0.323655402020983,0.204885148974552
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",11,20960424,"ok",NA,-91.8281166012207,-46.2964494080432,-45.5316671931775,"iid",0.00233036028337736,1.88135208952382e-06,0.315430744342338,0.0466072056675472,0.315430572076136,0.195440436185301
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",12,20960425,"ok",NA,-69.0152143617974,-34.1795508592569,-34.8356635025406,"iid",0.133749148457279,3.51295454946152e-08,0.285831298254465,2.67498296914557,0.285831286978133,0.180260201946904
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",13,20960426,"ok",NA,-69.2163176917053,-34.2904755227992,-34.9258421689061,"iid",0.00189789976149438,1.38822263849634e-06,0.298272258334572,0.0379579952298876,0.298272243704933,0.18039970606423
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",14,20960427,"ok",NA,-47.9873397217219,-22.1347656034148,-25.8525741183071,"iid",0.0558608786142556,1.5047565528753e-07,0.29657828525473,1.11721757228511,0.296578286382798,0.165035709452418
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",15,20960428,"ok",NA,-113.610294389234,-57.0678140341292,-56.5424803551051,"iid",0.558680011891168,1.82617251800203e-08,0.298413956489715,11.1736002378234,0.29841389193956,0.208908254426447
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",16,20960429,"ok",NA,-41.2086117759726,-41.0292932410073,-0.17931853496529,"iid",7.11059232567455e-05,1.16376266590507,0.276167090668308,0.00142211846513491,0.27577602020496,0.188851333829695
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",17,20960430,"ok",NA,-104.950236326048,-52.871809848381,-52.0784264776672,"iid",1.02104488999619,2.04302336487995e-08,0.31606044842605,20.4208977999238,0.31606045814611,0.203660416773153
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",18,20960431,"ok",NA,-92.6425874216716,-46.7125331235495,-45.9300542981221,"iid",0.0579987148457198,1.09302460624202e-07,0.311634525133491,1.1599742969144,0.311634524989222,0.195960703256542
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",19,20960432,"ok",NA,-151.125347148695,-74.0720237144682,-77.0533234342272,"iid",0.00193140549735097,6.65046527327172e-07,0.291791281467073,0.0386281099470194,0.291791281423294,0.230263377904584
"fixed_domain__tau0_0.2__n_320",7,"fixed_domain","fixed-domain",0.2,320,1,"pilot",20,20960433,"ok",NA,-139.400445070006,-68.949062707117,-70.4513823628894,"iid",0.0353399176882722,1.30881550596497e-07,0.306028696672467,0.706798353765443,0.306028709141917,0.223807579716765
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",1,21060414,"ok",NA,-250.693661402501,-250.192330544467,-0.501330858033725,"iid",6.63208786993183e-28,989811741202.85,0.293918559533045,1.32641757398637e-26,0.293928119966709,0.489552442806655
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",2,21060415,"ok",NA,-266.247773226802,-265.846654713891,-0.401118512911239,"iid",3.29296469373944e-06,14.8608310699692,0.300403553192069,6.58592938747888e-05,0.30152671886436,0.518079950830746
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",3,21060416,"ok",NA,-241.714262522855,-241.181866229567,-0.532396293287547,"iid",2.05966140922612e-05,5.4348653143268,0.287360760625938,0.000411932281845225,0.287303372622351,0.473653452741915
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",4,21060417,"ok",NA,-249.46618126642,-250.869507433257,1.4033261668369,"matern",0.00274631491085621,0.544082465985882,0.271537889215738,0.0549262982171242,0.273081314646868,0.490762396377938
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",5,21060418,"ok",NA,-254.367669826516,-253.986701881914,-0.380967944602162,"iid",8.5205163829065e-12,8850.37287435638,0.283476340023397,1.7041032765813e-10,0.282318472185518,0.496359732349307
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",6,21060419,"ok",NA,-264.234116515232,-263.676178821098,-0.557937694134466,"iid",2.83652127508418e-12,15895.6767013772,0.302073291553422,5.67304255016836e-11,0.302642241968206,0.514053887684264
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",7,21060420,"ok",NA,-242.994889062812,-242.454219661429,-0.540669401382615,"iid",3.30983244678911e-11,4307.48384871832,0.282436533576885,6.61966489357822e-10,0.282488432716007,0.475876161519181
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",8,21060421,"ok",NA,-247.323336193933,-247.594382898483,0.271046704550599,"matern",4.72188941088858e-12,11590.0610156365,0.268192481233375,9.44377882177717e-11,0.266431619983928,0.484930250167874
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",9,21060422,"ok",NA,-261.342502136571,-260.877152702349,-0.465349434221707,"iid",2.14911091237066e-05,5.7152789817285,0.260512281170207,0.000429822182474131,0.259763355405627,0.508895998671223
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",10,21060423,"ok",NA,-253.434056287004,-253.671077088329,0.237020801325684,"matern",1.63274353818168e-05,6.37321636987135,0.270512098552391,0.000326548707636335,0.272376805890677,0.495790909129325
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",11,21060424,"ok",NA,-274.65692147168,-274.233835533035,-0.4230859386455,"iid",1.74812919359988e-06,21.0190094976514,0.259580204783121,3.49625838719976e-05,0.258593072361779,0.533858327099338
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",12,21060425,"ok",NA,-259.141506083518,-258.547253920735,-0.594252162783732,"iid",5.35613423438545e-05,3.59158105622572,0.326216192082124,0.00107122684687709,0.32654521904572,0.504631595205629
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",13,21060426,"ok",NA,-268.784070291392,-268.221570165245,-0.562500126147256,"iid",3.70475270818899e-06,14.1379954189145,0.319936735211026,7.40950541637798e-05,0.320531979056409,0.522511941989982
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",14,21060427,"ok",NA,-263.016833836083,-262.81556793993,-0.20126589615279,"iid",1.68171486465704e-05,6.50040660913004,0.315377792700199,0.000336342972931408,0.313884176160485,0.512463930442587
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",15,21060428,"ok",NA,-281.524828565671,-280.969848042052,-0.554980523619633,"iid",1.75770497212057e-06,21.4793312778015,0.270734128753979,3.51540994424113e-05,0.270074993967236,0.54679021935483
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",16,21060429,"ok",NA,-255.147582040245,-255.061356071274,-0.0862259689705525,"iid",6.43953851814417e-06,10.2104878156286,0.311337165618069,0.000128790770362883,0.311774113913258,0.498300017721206
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",17,21060430,"ok",NA,-237.993821239436,-237.500066979168,-0.493754260268815,"iid",8.96609218767966e-36,8124985365357537,0.262483762390559,1.79321843753593e-34,0.261820362464334,0.46726232499758
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",18,21060431,"ok",NA,-236.855123323028,-236.742707221603,-0.112416101424174,"iid",5.58712976372975e-08,102.508844752145,0.316758286156497,1.11742595274595e-06,0.317271798393263,0.465955090572108
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",19,21060432,"ok",NA,-263.735773866089,-263.225527913685,-0.510245952404262,"iid",6.35927341983059e-06,10.5973483623117,0.240060540391497,0.000127185468396612,0.239276320433428,0.513220868681714
"fixed_domain__tau0_0.5__n_320",8,"fixed_domain","fixed-domain",0.5,320,1,"pilot",20,21060433,"ok",NA,-254.211157565079,-253.77277742745,-0.438380137628201,"iid",2.48631328053618e-12,16375.0135331249,0.317625419789182,4.97262656107237e-11,0.318559908430453,0.495974143896724
"increasing_domain__tau0_0.2__n_80",9,"increasing_domain","increasing-domain",0.2,80,1,"pilot",1,21160414,"ok",NA,-4.63659886840189,-4.37178919515505,-0.264809673246845,"iid",0.000165476389105367,1.27676388624976,0.322014499274081,0.00330952778210733,0.322730844526079,0.159096826264399
"increasing_domain__tau0_0.2__n_80",9,"increasing_domain","increasing-domain",0.2,80,1,"pilot",2,21160415,"ok",NA,-18.0032777227684,-18.3837434405314,0.380465717762924,"matern",0.0137483335538828,0.236541072418152,0.299722077519578,0.274966671077657,0.302119784564745,0.229585539121347
"increasing_domain__tau0_0.2__n_80",9,"increasing_domain","increasing-domain",0.2,80,1,"pilot",3,21160416,"ok",NA,-10.4962881759622,-10.5550437993936,0.0587556234313595,"matern",0.0145753244449501,0.193840219409038,0.307046375219059,0.291506488899001,0.305946006889552,0.19034163897014
"increasing_domain__tau0_0.2__n_80",9,"increasing_domain","increasing-domain",0.2,80,1,"pilot",4,21160417,"ok",NA,-24.765535509806,-24.3915040970497,-0.374031412756352,"iid",0.00444889920753826,0.414409162599244,0.366664691669474,0.0889779841507652,0.367058972788907,0.260257839553008
"increasing_domain__tau0_0.2__n_80",9,"increasing_domain","increasing-domain",0.2,80,1,"pilot",5,21160418,"ok",NA,-26.7895403261252,-13.4880249054965,-13.3015154206287,"iid",0.000301333108057093,0.000170495879081848,0.295177493637608,0.00602666216114187,0.295177502786452,0.205010954596166
